emotion,text
Negative,"@Japumpy I need botox work on the lips if I'm going to change my name to Angelina Jolie, but it's a thought! Sad though about the racism"
Negative,always makes bad decisions
Negative,gettin ready to put on a show  ugh i really hope ppl dont comee
Negative,nooooo its raining......had 2 leave the beach
Positive,Finally got my lil monster off my hands so I could run errands and now I gotta do them in the rain!!!
Negative,@EvilKimIsEvil I was sad to hear they shaved too  I really liked the beards. I feel like I'm in the minority.
Positive,Gf will be home in a couple of minutes (yay!)  so I'm off  See you tomorrow morning tweeple! After that it's gonna be monday
Negative,Tweet riot. I can't download Tweet Genius on my other device
Positive,"played a bit pool with my buddies....going to bed now, have to work tomorrow"
Negative,@ amhzz... did u get an invite? I miss u
Positive,Always get my hopes up too soon...we were soooo close
Positive,@halbpro it's called retro my dear and I wear fifties fashion sometimes....did you not see my birthday pictures?
Negative,Not feeling all that well today
Positive,Omg I can't believe jay leno is going off the air
Negative,Oh man now it's raining...seatbelt now buckled...thanks bates for wishing I have a blow out and flip and burn up
Positive,@hiaudreygrace NOOOOO!!!!!!! We have to do something immediately. I'm leaving in 2 weeks!!!
Negative,. @LauraLeeShaw Will have to try.  Our Pei Wei closed so I can't try there.
Positive,@xplode hahaha wow thanks bud :p but my plan is to pretend its a costume... I wish it were cold so i could wear a sweatshirt over this
Negative,OMG i havent been on twitter all day  going thru withdraws
Negative,hardware store guy told me the screw would be impossible to remove since the head is completely gone. will get a 2nd opinion
Positive,Boy is going to a movie. I wish I didn't feel like shit.
Negative,my day has been so crappy that i just want to cry.
Negative,Ahhhhhhhhh man blew up my amp!!!!! no more shredding
Negative,wish I can go to the Roots pinic
Negative,@dorkita buu i didn't get it right  plop! i was so close... &quot;URBAN&quot;
Negative,"@ABOResearch Pleased to hear it, but still I am shamed sometimes to hear what some men do"
Positive,@themaguire maybe one day I can be on your favorite producers list  lol
Negative,my skin is burning up so much
Negative,"got through two thirds of new moon in three days, now on to eclipse..........then more work  assignments sadly dnt write them selves."
Negative,@vagabonddandy very bad.
Negative,"@BitchNotAPerson Actually, I'm supposed to do that w/ my dad + cousin, My cousin is in trouble though, so we never get together"
Negative,@pibby  darn! now we have to go through the WHOLE weekend without em'
Positive,Jumped on a train to visit or rescue my mom. Totally forgot my sweatshirt  And forgot to bring my make up! First time ever forgetting :/
Negative,@StephanieBamBam @tjtrapp I can't join your game... it's a private beta
Positive,-- Omg I can't believe jay leno is going off the air  I HATE CONAN O'BRIAN
Negative,OMG. Today felt like the last day of school! it's horrible!
Negative,"@RyanDownie no problem dude - get better soon, I have a cold as well  bleh!"
Negative,I want a hair cut but my mom wont cut it
Negative,Damn I hate this weather this shit sucks! I wanted to go out tonight but not n no mess like this
Negative,i was kinda hoping this time it was going to be differnt... its not it just sucks !!!!!!!!!
Negative,I'm not ditchin i'm barfin so sorry guys  ESOTSM;
Negative,its too hot in my room. i wanna go swimming.
Negative,@thecraftykitten like cheesecake brownies!!! i miss my cheesecake brownies... and the walmart closest to l.a. (to me) doesn't have em
Positive,Is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with
Negative,btw ian watkins has stopped following me  so i am a wee bit pissed off!
Negative,#Ajax #php! Just thinking about a concept of autorefresh! @varun_chander made a mistake here
Positive,Greg Pritchard should have got threw to the final of britains got talent
Negative,YAY jack won. but downer i've just remembered its friday meaning i have work tomorrow
Negative,what the hell is follow friday?? don't get it
Negative,@Direct2Dell  my mini 10 order is delayed again.  Can I call to add the TV tuner for $20 more??
Negative,Ugh. My feet feel like they're going to fall off.
Negative,@PaulaAbdul I was supposed to go boating/songwriting in Cape Cod.. but its cold and rainy
Negative,Omg! Why cant i eat. Everything i eat hurts my stomach and it comes right out of me.
Negative,@gail_collins I'm not sure I understand how this twitter thing works...
Negative,@kelleyviolet That sucks!    It's thundering here.  I'm getting ready to shut down.
Negative,"@thomasfiss i flew from washington to calfornia , are you still gonna be at the meet&amp;  greet tomorrow ?"
Negative,im so tired of my responsabilities i wish i was a kid it seems that everyone around me is all about money and not me anymore
Positive,@abramsandbettes i sent one abrams  and it was all surrounded with weather
Negative,Anyway. Can't take this shit no longer. Or my mind will blow off.
Negative,@tommcfly How dare you apologize to the UK for being gone for a while but don't apologize to america for never touring here at all!!!
Negative,I'm soooooooo hungry right now. DH is still not home.
Positive,@_micster  How the hell does your hair not fall out constantly?
Negative,Soo tired! Feel worn out. Want to go to sleep but gotta go back out
Negative,@AncillaTilia Me tooo!! Wish I could get you here
Negative,"I need a friend right now  , I feel like mmmm ... sosad"
Negative,On the set of Chuck Bass' New York Palace Hotel. Too bad they weren't filming today.   http://twitpic.com/67nht
Positive,@cdevroe lucky! I can't see it tonight....
Positive,"@AS2257 heyyyyyyyyyyyyy divshite, phone is playing soft arses again  xx"
Negative,"@Marianuum Ntah, I really wanna be there"
Negative,"@LadyHaych Totally agree, she wasn't even as good as the judges said wither! Just said it to make her feel better"
Positive,"dinner smells good...man i'm hungry. so sunny outside, wish i was at wonderland"
Positive,@AvonteNikole  Meee tooooooo..... And its bad.. when I'm bored... I eat.. lol
Negative,@AnnaInTheHouse Dude I feel really bad but it doesn't work. I don't have a serial for it so it can't be used
Negative,"@elephantparty Ha! Thanks Bryan! And don't remind me about the state budget issues.  Actually, Steve only has 6 staffers in 3 offices."
Positive,@RemiRockit sounds like my town
Negative,Headache.  Very. Large. Headache.  A little dizzy and feel ill too.    Yucky.
Positive,"Watching 1971 edition if Old Grey Whistle Test. Fanny, Mamas and the Papas &amp; Isaac Hayes. Don't make shows like this anymore"
Positive,"@Jenniferlai7 aww, me too. today has been good for me up until like 4?"
Negative,"Awww kanye west, its such a shame he doesnt get the joke"
Negative,"@kiks956 aww  i hope u find it soon i miss it. i cnt even use my cam w/o it, memory's full. plus i wanna take it 2 SA this commin weekend."
Positive,I want another shake from Ritas.Badly.
Negative,"@NauticaThorn I love you, but I don't love twitter   Hey, are you going to Xbiz?  It's in VEGAS!"
Negative,@RareCandy I wanna go but my car not here...
Negative,"have to go meet tims entiiiiire family in an hour, this should be different.. finishing getting ready then wake ; feel like shit still"
Negative,right im out of here peeps.. i hope @twitter fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail
Negative,I totally forgot thats its friday till I read @AlyssaNoelleD's tweet. Ha. I feel dumb  *Take A Breath*
Positive,@mrstephens85 hahahaha awww uduhn lun me no mor???
Negative,omg!! i have so many finals to study for !!! i so freaked out that im gona fail
Negative,"i'm sunburnt on my arms, and i have burnt my mouth, and some skin is coming off"
Negative,Done! Goin home to eat dindin and contemplate what the night holds for me
Negative,@ROAR_Fear_Me samee.. it sucks..
Negative,"Not feeling very good at all, why does this have to happen today of all days? Not going to friends tonight"
Negative,Metro from trader joe to 71st closed so many firemen and cops wth happened?! Walking home bus can't go further  ohh
Negative,@EileenLeft I am disappointed in the lad. I think he unfollowed me. @ryking is not showing me the love.
Negative,BRAINFREEZE
Negative,"@_AislinnTighee bhaha, its a teenage nightclub and i am at home when im supposed to be there. they had no fucking license. no more touch"
Negative,@pillowfarmer So sorry about all that  praying for you
Negative,"@thewbdotcom Sadly, I can't view that site due to region restrictions"
Negative,"@coollike Sounds awesome, wish I could go but no way I could afford it   Have fun!"
Negative,@alexholroyd I'm just bustin' ya chops; it's not bad. Never seen any real appeal to last.fm is all. Bad quality audio from crap artists
Negative,@WOAHAmber But I hate being me
Positive,just kidding. its standing room only.
Negative,i never though i'd be in this situation. i don't like it. at all.
Negative,Ahhhhh processing shipment  sooooooo much!!!!!
Positive,Its coming out the socket  I feel like my phones hole is not a virgin. That's how loose it is... :'(
Negative,@susiegroove yes i did - as a thank you. have contacted them 2ce but no response
Negative,@dvautier Burst my bubble!
Negative,@TraceyMmm awww  what did you eat sweety?
Negative,so sad that no friends everyday for a long ass time
Negative,I miss my friends so much
Positive,"alright, so day was going well, but got home, and all my potato salad was gone"
Positive,"i want some grape soda, jack fowers' fault. also, @TraceCyrus i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!"
Negative,Is sad that her brother is having a bad day
Negative,"oops just unfollowed everyone!  anywayz, will build my Twitter Empire.... again...."
Positive,thinks that Pipers molars are cutting thru  we had a nice lil nap me and the girl...now just another friday night at home w/ the lil ones
Negative,@gorgeousapg hahahaha. Nahh sowwieee.  I had to git a shirt to match dez sneakerz nd idk if they da same color. Aghhh =O lol
Negative,Pleeaaasee come out sun
Positive,Wow I really need to have fun tonight now
Positive,time for bed.....got some learning to do tomorrow with an early start  night night good people xxx
Negative,Going crazy  super head ach from hell and my the in laws have ben here since 9 this morning. ahhhh
